Episode Length,Red Agent,Model,Scenario,Reward,Std
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
1,meander,variant4,Scenario2_variant4,0.0
